diff_type,doi,focal_personid,focal_unitid,collab_personid,collab_unitid,collab_type
missing_from_ours,10.1021/ACS.JCIM.1C00834,1092832,41851,54951,1906,Article
missing_from_ours,10.1021/ACS.JCIM.1C00834,1092832,9852,54951,1906,Article
missing_from_ours,10.1021/ACS.JCIM.1C00834,54951,1906,1092832,1906,Article
missing_from_ours,10.1021/ACS.JCIM.1C00834,54951,1906,1092832,1909,Article
missing_from_ours,10.1021/ACS.JCIM.1C00834,54951,1906,1092832,41851,Article
missing_from_ours,10.1021/ACS.JCIM.1C00834,54951,1906,1092832,9852,Article
missing_from_ours,10.1021/ACSANM.4C01524,163144,1919,436500,1919,Article
missing_from_ours,10.1021/ACSANM.4C01524,436500,1919,163144,1919,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,488068,1903,60109,1907,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,488068,1903,60109,1909,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,488068,1903,60109,8962,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,488068,1909,60109,1907,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,488068,1909,60109,1909,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,488068,1909,60109,8962,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,488068,8962,60109,1907,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,488068,8962,60109,1909,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,488068,8962,60109,8962,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,60109,1907,488068,1903,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,60109,1907,488068,1909,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,60109,1907,488068,8962,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,60109,1909,488068,1903,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,60109,1909,488068,1909,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,60109,1909,488068,8962,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,60109,8962,488068,1903,Article
missing_from_ours,10.1021/ACSESTENGG.0C00034,60109,8962,488068,1909,Article
