Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Chemistry, Department of","SHAO-HORN, YANG",165211,"SWAGER, TIMOTHY M",125401,1,0,0,0,0,0,0
"Chemistry, Department of","SHAO-HORN, YANG",165211,"WILLARD, ADAM P",627131,2,0,0,0,0,0,0
"Chemistry, Department of","DRENNAN, CATHY L",175862,"KULIK, HEATHER JANINE",627128,2,0,0,0,0,0,0
"Chemistry, Department of","DRENNAN, CATHY L",175862,"STUBBE, JOANNE",176260,4,0,0,0,0,0,0
"Chemistry, Department of","IMPERIALI, BARBARA",176237,"KIESSLING, LAURA L",60109,2,0,0,0,0,0,0
"Chemistry, Department of","STUBBE, JOANNE",176260,"DRENNAN, CATHY L",175862,4,0,0,0,0,0,0
"Chemistry, Department of","RAINES, RONALD T",178332,"CUMMINS, CHRISTOPHER C",138494,1,0,0,0,0,0,0
"Chemistry, Department of","RAINES, RONALD T",178332,"GRIFFIN, ROBERT GUY",144907,1,0,0,0,0,0,0
"Chemistry, Department of","RAINES, RONALD T",178332,"KIESSLING, LAURA L",60109,1,0,0,0,0,0,0
"Chemistry, Department of","RAINES, RONALD T",178332,"SHOULDERS, MATTHEW D",544460,1,0,0,0,0,3,0
"Chemistry, Department of","ROMAN, YURIY",412249,"DINCA, MIRCEA",412252,2,0,0,0,0,1,0
"Chemistry, Department of","ROMAN, YURIY",412249,"KULIK, HEATHER JANINE",627128,4,0,0,0,0,0,0
"Chemistry, Department of","ROMAN, YURIY",412249,"SHAO-HORN, YANG",165211,13,0,0,0,0,2,0
"Chemistry, Department of","ROMAN, YURIY",412249,"SURENDRANATH, YOGESH",627130,4,0,0,0,0,0,0
"Chemistry, Department of","DINCA, MIRCEA",412252,"GRIFFIN, ROBERT GUY",144907,2,0,0,0,0,0,0
"Chemistry, Department of","DINCA, MIRCEA",412252,"JOHNSON, JEREMIAH A",488073,2,0,0,0,0,0,0
"Chemistry, Department of","DINCA, MIRCEA",412252,"KULIK, HEATHER JANINE",627128,2,0,0,0,0,0,0
"Chemistry, Department of","DINCA, MIRCEA",412252,"ROMAN, YURIY",412249,2,0,0,0,0,1,0
"Chemistry, Department of","DINCA, MIRCEA",412252,"VAN VOORHIS, TROY",127724,1,0,0,0,0,0,0
"Chemistry, Department of","NOLAN, ELIZABETH MARIE",412253,"GRIFFIN, ROBERT GUY",144907,1,0,0,0,0,0,0
"Chemistry, Department of","NOLAN, ELIZABETH MARIE",412253,"PENTELUTE, BRADLEY L",488074,1,0,0,0,0,0,0
"Chemistry, Department of","NOLAN, ELIZABETH MARIE",412253,"SHOULDERS, MATTHEW D",544460,0,0,0,0,0,1,0
"Chemistry, Department of","JOHNSON, JEREMIAH A",488073,"DINCA, MIRCEA",412252,2,0,0,0,0,0,0
"Chemistry, Department of","JOHNSON, JEREMIAH A",488073,"JAMISON, TIMOTHY F",61186,1,0,0,0,0,0,0
"Chemistry, Department of","JOHNSON, JEREMIAH A",488073,"KIESSLING, LAURA L",60109,3,0,0,0,0,0,0
