Unit,Collab Unit,Collaborators,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Economics, Department of","Economics, Department of",30,42,2,2,0,2,0,2
"Economics, Department of","Aeronautics and Astronautics, Department of",1,0,1,0,0,0,0,0
"Economics, Department of","Electrical Engineering and Computer Sciences, Department of",5,9,0,0,2,1,0,0
"Economics, Department of","Institute for Data, Systems, and Society (IDSS)",7,9,0,0,1,1,0,0
"Economics, Department of","Management, Sloan School of",7,11,2,0,1,0,0,0
"Economics, Department of","Mechanical Engineering, Department of",1,1,0,0,0,0,0,0
"Economics, Department of","Science, Technology and Society, Program in",1,0,1,0,0,0,0,0
"Economics, Department of","Urban Studies and Planning, Department of",1,0,1,0,0,0,0,0
