Unit,Collab Unit,Collaborators,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
Marine Policy Center,Marine Policy Center,2,0,0,0,0,1,0,0
Marine Policy Center,"Applied Ocean Physics and Engineering, Department of",4,2,0,0,0,0,0,0
Marine Policy Center,"Biology (WHOI), Department of",5,3,0,0,0,1,0,0
Marine Policy Center,"Geology and Geophysics, Department of",1,2,0,0,2,1,0,0
Marine Policy Center,"Marine Chemistry and Geochemistry, Department of",6,3,0,0,0,0,0,0
