Unit,Unit Scholar,Unit Scholar ID,Collab Institution,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Colorado School of Mines,"SONNENBERG, STEPHEN A",298792,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Columbia University,"STUTE, MARTIN",106801,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Cornell University,"GAZEL DONDI, ESTEBAN",486081,1,0,0,2,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Massachusetts Institute of Technology,"HORTON, FORREST",919209,0,0,0,3,1,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Massachusetts Institute of Technology,"LE ROUX, VERONIQUE",779092,0,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Massachusetts Institute of Technology,"NICHOLSON, DAVID",488117,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Massachusetts Institute of Technology,"NIELSEN, SUNE",488118,2,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Massachusetts Institute of Technology,"ONO, SHUHEI",176487,3,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Massachusetts Institute of Technology,"SELTZER, ALAN",1584403,11,0,0,4,4,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Massachusetts Institute of Technology,"SUBHAS, ADAM",1108305,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Michigan State University,"SCHRENK, MATTHEW O",612732,8,0,0,5,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Montana State University,"MYERS, MADISON",902580,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Montana State University,"SHAW, COLIN ARTHUR",103591,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"Ohio State University, The","DARRAH, TOM",609481,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Rutgers - New Brunswick,"MORRISON, SHAUNNA",2155264,2,0,0,2,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Rutgers - New Brunswick,"VETRIANI, COSTANTINO",267367,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,San Diego State University,"KIMBROUGH, DAVID L",394764,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"University of Arizona, The","MCINTOSH, JENNIFER C",68460,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"University of California, Los Angeles","YOUNG, EDWARD",130545,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,University of Idaho,"MITTELSTAEDT, ERIC L",823658,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"University of New Mexico, The","FISCHER, TOBIAS P",219503,5,0,0,2,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,University of Oregon,"WALLACE, PAUL J",221714,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,University of Pittsburgh,"RAMOS, EVAN JOSEPH",1959350,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,University of Rhode Island,"SOULE, ADAM",289388,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,University of South Alabama,"REESE, BRANDI KIEL",636165,0,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,University of South Florida,"RAFTER, PATRICK ANTHONY",2033311,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,University of Southern California,"LLOYD, KAREN GRAYSON",603453,12,0,0,9,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,University of Southern California,"STEEN, ANDREW DECKER",603308,2,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"University of Tennessee, The","FORDYCE, JAMES A",35799,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"University of Tennessee, The","SZYNKIEWICZ, ANNA",603307,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,University of Texas Arlington,"SANCHEZ MURILLO, RICARDO",1781516,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"University of Texas at Austin, The","BARNES, JAIME D",412954,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"University of Texas at Austin, The","LASSITER, JOHN C",65100,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,University of Washington,"MUTH, MICHELLE",1958963,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,Utah State University,"NEWELL, DENNIS L",600549,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,Boston College,"PALEVSKY, HILARY",1093096,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,Massachusetts Institute of Technology,"ALEXANDER, HARRIET",919199,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,Massachusetts Institute of Technology,"KUJAWINSKI, ELIZABETH",288370,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,Massachusetts Institute of Technology,"LE BRAS, ISABELA",1304708,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,Massachusetts Institute of Technology,"OLIVER, HILDE",1332662,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,Massachusetts Institute of Technology,"SAITO, MAKOTO",289220,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,Oregon Health & Science University,"NEEDOBA, JOSEPH A",72271,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,Oregon State University,"FRAM, JONATHAN P",510166,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,Oregon State University,"GRAFF, JASON ROBERT",602419,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,"University of California, Irvine","MARTINY, ADAM",67038,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,"University of California, Santa Barbara","SANTORO, ALYSON",526343,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,University of Connecticut,"MANNING, CARA C",1800134,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,University of Georgia,"RIVERO CALLE, SARA",1267479,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,University of Hawai'i - Manoa,"BRIGGS GUM, ELLEN MARY",1109508,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,University of Hawai'i - Manoa,"WHITE, ANGELIQUE E",450735,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,"University of Maine, The","BOSS, EMMANUEL",295982,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,University of North Carolina at Chapel Hill,"MARCHETTI, ADRIAN",506347,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,University of South Carolina,"BOURBONNAIS, ANNIE",812514,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,University of South Florida,"MULLER-KARGER, FRANK E",109538,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,University of Southern California,"LEVINE, NAOMI M",743852,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,University of Virginia,"DONEY, SCOTT CHRISTOPHER",287557,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Arizona State University,"BLANCO-BERCIAL, LEOCADIO",608086,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Arizona State University,"MAAS, AMY E",826288,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,California Institute of Technology,"THOMPSON, ANDREW F",393742,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"College of William & Mary, The","STEINBERG, DEBORAH K",105781,3,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Duke University,"CASSAR, NICOLAS",367763,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"BERNHARD, JOAN",287119,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"HORNER, TRISTAN",837849,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"JIN, DI",779081,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"LAVERY, ANDONE",288409,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"MACDONALD, ALISON",2157282,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"MARCHAL, OLIVIER",288564,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"MCGILLICUDDY, DENNIS",288637,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"NICHOLSON, DAVID",488117,2,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"RYPINA, IRINA",544626,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"SIEVERT, STEFAN",370184,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"SOSIK, HEIDI",370185,3,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"THORROLD, SIMON",370187,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"VAN MOOY, BENJAMIN",289597,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"YOERGER, DANA",289778,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Massachusetts Institute of Technology,"ZHANG, WEIFENG",488120,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Northeastern University,"ALSHAWABKEH, AKRAM N",2461,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Oregon State University,"BEHRENFELD, MICHAEL JOSEPH",293694,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Oregon State University,"BISSON, KELSEY MARIE",1303913,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Oregon State University,"BUCK, KRISTEN",645489,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Oregon State University,"FOX, JAMES EDWARD",2157651,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Oregon State University,"GRAFF, JASON ROBERT",602419,3,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Oregon State University,"HALSEY, KIMBERLY H",510699,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,Princeton University,"RESPLANDY, LAURE",826689,3,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Alaska Fairbanks,"DOHERTY, SHANNON",1902882,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of California, Los Angeles","BIANCHI, DANIELE",769634,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of California, San Diego","LEINEN, MARGARET S",629903,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of California, Santa Barbara","CARLSON, CRAIG A",16411,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of California, Santa Barbara","SANTORO, ALYSON",526343,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of California, Santa Barbara","SIEGEL, DAVID A",246550,4,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of California, Santa Cruz","LAM, PHOEBE J",637543,2,0,0,0,0,0,0
