Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"REDDY, CHRISTOPHER",289059,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"REPETA, DANIEL",289078,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"SUBHAS, ADAM",1108305,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"HANSEL, COLLEEN",544620,3,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"HUGHEN, KONRAD",288014,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"KUJAWINSKI, ELIZABETH",288370,3,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"LONG, MATTHEW",837850,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"REDDY, CHRISTOPHER",289059,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"VAN MOOY, BENJAMIN",289597,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"WANKEL, SCOTT",544631,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"WARD, COLLIN",919221,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"HANSEL, COLLEEN",544620,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"SEEWALD, JEFFREY",289279,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"SUBHAS, ADAM",1108305,0,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"BARRY, PETER",1108302,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"BUESSELER, KEN",287189,2,0,0,1,0,0,0
