Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Aeronautics and Astronautics, Department of","WANG, QIQI",412240,"DRELA, MARK",29363,0,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","CAHOY, KERRI",488061,"NEWMAN, DAVA J",83866,0,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","SHAH, JULIE A",488063,"BOBU, ANDREEA",1997379,0,0,0,2,0,0,0
"Aeronautics and Astronautics, Department of","SHAH, JULIE A",488063,"ROY, NICHOLAS",99496,0,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","KARAMAN, SERTAC",544435,"BARRETT, STEVEN R. H",412239,1,0,0,0,0,0,0
"Aeronautics and Astronautics, Department of","KARAMAN, SERTAC",544435,"CARLONE, LUCA",827382,0,0,1,0,0,0,0
"Aeronautics and Astronautics, Department of","KARAMAN, SERTAC",544435,"MODIANO, EYTAN H",156907,0,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","KARAMAN, SERTAC",544435,"SPETH, RAYMOND L",940145,1,0,0,0,0,0,0
"Aeronautics and Astronautics, Department of","LINARES, RICHARD",779767,"MILLER, DAVID W",156554,1,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","LINARES, RICHARD",779767,"PERAIRE, JAIME",288941,0,0,0,0,1,0,0
"Aeronautics and Astronautics, Department of","CORDERO, ZACHARY C",801111,"GREITZER, EDWARD M",41860,0,0,0,3,0,0,0
"Aeronautics and Astronautics, Department of","CORDERO, ZACHARY C",801111,"SPAKOVSZKY, ZOLTAN S",124124,0,0,0,3,0,0,0
"Aeronautics and Astronautics, Department of","CARLONE, LUCA",827382,"DE WECK, OLIVIER L",25387,0,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","CARLONE, LUCA",827382,"HOW, JONATHAN P",48280,1,0,0,3,0,0,0
"Aeronautics and Astronautics, Department of","CARLONE, LUCA",827382,"KARAMAN, SERTAC",544435,0,0,1,0,0,0,0
"Aeronautics and Astronautics, Department of","CARLONE, LUCA",827382,"MODIANO, EYTAN H",156907,0,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","GUERRA GARCIA, CARMEN",827383,"MARTINEZ-SANCHEZ, MANUEL",155067,0,0,0,0,0,2,0
"Aeronautics and Astronautics, Department of","GUERRA GARCIA, CARMEN",827383,"NGUYEN, NGOC CUONG",1769725,0,0,0,2,0,0,0
"Aeronautics and Astronautics, Department of","GUERRA GARCIA, CARMEN",827383,"PERAIRE, JAIME",288941,0,0,0,1,0,2,0
"Aeronautics and Astronautics, Department of","WOOD, DANIELLE RENEE",827389,"DE WECK, OLIVIER L",25387,1,0,0,0,0,0,0
"Aeronautics and Astronautics, Department of","WOOD, DANIELLE RENEE",827389,"NEWMAN, DAVA J",83866,0,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","GALBRAITH, MARSHALL C",936750,"DARMOFAL, DAVID L",138846,5,0,0,6,0,0,0
"Aeronautics and Astronautics, Department of","GALBRAITH, MARSHALL C",936750,"DRELA, MARK",29363,0,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","GALBRAITH, MARSHALL C",936750,"GREITZER, EDWARD M",41860,1,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","GALBRAITH, MARSHALL C",936750,"HARRIS, WESLEY L",45488,0,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","GALBRAITH, MARSHALL C",936750,"SPAKOVSZKY, ZOLTAN S",124124,1,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","SPETH, RAYMOND L",940145,"BARRETT, STEVEN R. H",412239,18,0,0,4,1,0,0
"Aeronautics and Astronautics, Department of","SPETH, RAYMOND L",940145,"KARAMAN, SERTAC",544435,1,0,0,0,0,0,0
"Aeronautics and Astronautics, Department of","SPETH, RAYMOND L",940145,"TAN, CHOON S",175834,4,0,0,3,0,0,0
"Aeronautics and Astronautics, Department of","FAN, CHUCHU",1108336,"ROY, NICHOLAS",99496,0,0,0,4,0,0,0
"Aeronautics and Astronautics, Department of","FAN, CHUCHU",1108336,"WILLIAMS, BRIAN C",172038,1,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","NGUYEN, NGOC CUONG",1769725,"GUERRA GARCIA, CARMEN",827383,0,0,0,2,0,0,0
"Aeronautics and Astronautics, Department of","NGUYEN, NGOC CUONG",1769725,"HARRIS, WESLEY L",45488,1,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","NGUYEN, NGOC CUONG",1769725,"PERAIRE, JAIME",288941,17,0,0,5,0,0,0
"Aeronautics and Astronautics, Department of","FOLK, MARIA",1997378,"GREITZER, EDWARD M",41860,1,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","FOLK, MARIA",1997378,"TAN, CHOON S",175834,1,0,0,1,0,0,0
"Aeronautics and Astronautics, Department of","BOBU, ANDREEA",1997379,"SHAH, JULIE A",488063,0,0,0,2,0,0,0
"Aeronautics and Astronautics, Department of","BALAKRISHNAN, HAMSA",6622,,,,,,,,,
"Aeronautics and Astronautics, Department of","HALL, STEVEN R",44050,,,,,,,,,
"Aeronautics and Astronautics, Department of","LEVESON, NANCY G",67304,,,,,,,,,
"Aeronautics and Astronautics, Department of","LOZANO DURAN, ADRIAN",1302272,,,,,,,,,
"Aeronautics and Astronautics, Department of","MINDELL, DAVID A",69857,,,,,,,,,
"Aeronautics and Astronautics, Department of","PETERSEN, LONNIE GROVE",1497438,,,,,,,,,
"Aeronautics and Astronautics, Department of","RADOVITZKY, RAUL A",118832,,,,,,,,,
"Aeronautics and Astronautics, Department of","SEAGER, SARA",289272,,,,,,,,,
"Aeronautics and Astronautics, Department of","TEDRAKE, RUSSELL L",168635,,,,,,,,,
"Aeronautics and Astronautics, Department of","WIN, MOE Z",98141,,,,,,,,,
