Unit,Unit Scholar,Unit Scholar ID,Collab Unit,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Civil and Environmental Engineering, Department of","ZHAO, JINHUA",627170,"Civil and Environmental Engineering, Department of","WU, CATHY",1108290,1,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, JINHUA",627170,"Urban Studies and Planning, Department of","ZEGRAS, PERICLES C",130791,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, JINHUA",627170,"Urban Studies and Planning, Department of","ZHENG, SIQI",827702,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","PLATA, DESIREE LOUISE",635686,"Earth, Atmospheric and Planetary Sciences, Department of","BABBIN, ANDREW R",827674,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","PLATA, DESIREE LOUISE",635686,"Chemical Engineering, Department of","BRUSHETT, FIKILE R",544458,0,0,0,0,1,0,0
"Civil and Environmental Engineering, Department of","PLATA, DESIREE LOUISE",635686,"Chemical Engineering, Department of","FURST, ARIEL L",1108321,0,0,0,0,1,0,0
"Civil and Environmental Engineering, Department of","PLATA, DESIREE LOUISE",635686,"Chemical Engineering, Department of","GALLOWAY, KATIE E",1108322,0,0,0,0,1,0,0
"Civil and Environmental Engineering, Department of","PLATA, DESIREE LOUISE",635686,"Civil and Environmental Engineering, Department of","GSCHWEND, PHILIP M",107510,0,0,0,0,0,1,0
"Civil and Environmental Engineering, Department of","PLATA, DESIREE LOUISE",635686,"Mechanical Engineering, Department of","HART, ANASTASIOS JOHN",250993,0,0,0,0,0,1,0
"Civil and Environmental Engineering, Department of","PLATA, DESIREE LOUISE",635686,"Chemical Engineering, Department of","OLSEN, BRADLEY D",412248,1,0,0,0,0,1,0
"Civil and Environmental Engineering, Department of","PLATA, DESIREE LOUISE",635686,"Chemical Engineering, Department of","PRATHER, KRISTALA L. JONES",77316,0,0,0,0,0,1,0
"Civil and Environmental Engineering, Department of","PLATA, DESIREE LOUISE",635686,"Marine Chemistry and Geochemistry, Department of","REDDY, CHRISTOPHER",289059,0,0,0,0,0,1,0
"Civil and Environmental Engineering, Department of","MUELLER, CAITLIN T",779101,"Civil and Environmental Engineering, Department of","CARSTENSEN, JOSEPHINE V",924534,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","MUELLER, CAITLIN T",779101,"Mechanical Engineering, Department of","KIM, SANG-GOOK",60327,0,0,0,0,1,0,0
"Civil and Environmental Engineering, Department of","MUELLER, CAITLIN T",779101,"Architecture, Department of","NORFORD, LESLIE KEITH",86061,2,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","MUELLER, CAITLIN T",779101,"Civil and Environmental Engineering, Department of","OCHSENDORF, JOHN A",87416,1,0,0,0,0,0,0
