Unit,Collab Unit,Collaborators,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Geology and Geophysics, Department of","Geology and Geophysics, Department of",27,37,0,0,7,20,0,0
"Geology and Geophysics, Department of","Applied Ocean Physics and Engineering, Department of",6,5,0,0,1,3,0,0
"Geology and Geophysics, Department of","Biology (WHOI), Department of",7,15,0,2,0,4,0,0
"Geology and Geophysics, Department of","Civil and Environmental Engineering, Department of",1,1,0,0,1,0,0,0
"Geology and Geophysics, Department of","Earth, Atmospheric and Planetary Sciences, Department of",13,14,0,0,6,0,0,0
"Geology and Geophysics, Department of","Marine Chemistry and Geochemistry, Department of",25,43,0,0,18,14,0,0
"Geology and Geophysics, Department of",Marine Policy Center,2,2,0,0,2,1,0,0
"Geology and Geophysics, Department of","Physical Oceanography, Department of",5,8,0,0,0,2,0,0
