Unit,Collab Unit,Collaborators,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Biology (WHOI), Department of","Biology (WHOI), Department of",30,61,0,0,0,17,0,0
"Biology (WHOI), Department of","Applied Ocean Physics and Engineering, Department of",15,33,0,0,4,13,0,0
"Biology (WHOI), Department of","Civil and Environmental Engineering, Department of",2,6,0,0,0,0,0,0
"Biology (WHOI), Department of","Earth, Atmospheric and Planetary Sciences, Department of",2,6,0,0,0,0,0,0
"Biology (WHOI), Department of","Geology and Geophysics, Department of",7,15,0,2,0,4,0,0
"Biology (WHOI), Department of","Marine Chemistry and Geochemistry, Department of",18,39,0,0,2,4,0,0
"Biology (WHOI), Department of",Marine Policy Center,2,3,0,0,0,1,0,0
"Biology (WHOI), Department of","Mechanical Engineering, Department of",1,1,0,0,0,0,0,0
"Biology (WHOI), Department of","Physical Oceanography, Department of",4,10,0,0,0,2,0,0
