Unit,Collab Institution,Collab Unit,Collaborators,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
Music and Theater Arts Section,Massachusetts Institute of Technology,Music and Theater Arts Section,1,0,0,0,1,0,0,0
Music and Theater Arts Section,Northwestern University,"Computer Science, Department of",1,0,0,0,1,0,0,0
